text,Label
"কোন ঘটনাকে অতিরঞ্জিত করা বাঙ্গালীদের খারাপ অভ্যাসে পরিণত হয়েছে, উনি পরকাল বিশ্বাস না করলে মহান সৃষ্টিকর্তা উনার বিচার করবেন,,,,,,! উনি যদি আজ পরকাল বিশ্বাস করি না ,এটা না বলে যদি বলতেন আমি বিশ্বাস করি শ্রদ্ধা করি এবং পরম করুণাময় আল্লাহ কে ভয় করি,তাহলে এখন যারা তাকে গালাগালি করতেছে নাস্তিক বলতেছি অপমান করতেছে তারা কখনো উনার ওই বিশ্বাসের মূল্য দিতেন না, তাকে রেসপেক্ট করতেন না,, আমরা বাঙালিরা ভালো কিছুর মূল্য দিতে জানে না কিন্তু খারাপ কিছু নিয়ে বেশি টানা টনি করি,,,,,,",Non-Political Statement
আপনাকে আমারা প্রধানমন্ত্রী হিসেবে দেখতে চাই আপু,Political statement
"আজ স্কুলে সবাই আমার পরিকল্পনা নষ্ট করেছে, আমি খুব রেগে গেছি!",Non-Political Statement
সঠিক সময়ে সঠিক পদক্ষেপ নেওয়া হয়েছে ভাই।,Political statement
তারেকের যত নারী কেলেংকারী।,Political statement
বিরাট ভালো কাজ করিছে।,Political statement
আজ নিজের ওপর খুব হতাশ লাগছে | কিছুই ঠিকমতো করতে পারছি না,Non-Political Statement
গাধার ক্রস ব্রিডিং পদ্ধতি ,Political statement
সাফা তুই আবাল তর বাড়িতে জানে ?,Non-Political Statement
আজকের দিনটা আমার জন্য খুবই কষ্টদায়ক। কোনো কিছুই ঠিকঠাক হচ্ছে না।,Non-Political Statement
"আজ স্কুলে কিছু কারণে মনটা খুব ভারী ছিল, কিছু ভালো লাগছিল না!",Non-Political Statement
"ভারতীয় ২ যুদ্ধবিমান ধ্বংস, ২ পাইলট আটক: পাকিস্তান।",Political statement
আজকের দিনটি আমার জন্য আনন্দের 😁,Non-Political Statement
"বাজারে গিয়ে নতুন নতুন ফল পেলাম, অনেক ভালো লাগলো!",Non-Political Statement
আপু আপনি এগিয়ে যান আমরা আছি আপনার সাতে,Political statement
"আমি প্রথম যেদিন নাস্তিক সাফা কে দেখি তখন থেকে মনে হইতো,,, মনে হয় মিয়া খলিফা,,,, আজকে সত্যি তা প্রমান হলো,,,, apni je ekjon pornstar",Non-Political Statement
তুই কোন মাগির পোলা আল্লাহর ওলিদেদ নামে কুটুক্তি করিস সাহস থাকরে সাবনে আস,Political statement
"গ্রামের সেই পুরনো স্কুল এখন বন্ধ, খুব দুঃখজনক মনে হল!",Non-Political Statement
"সে একজন চোর অনুবাদ কর, হি ইজ এন ইন্ডিয়ান। ",Political statement
আর কাউরে কি খাওয়া বাকি আছে ,Non-Political Statement
বালের জাহিদ খান কয়টা সিনেমা মারাও জাহিদ কান তোমরা বালের ছবি বানাও গল্প নাই কিছু নাই হিন্দি সিনেমা কেটে ছবি বানাউ এ বালের ছবি মানুষ দেখে না জাহিদ খান তোমারে কার বালে চিনে,Non-Political Statement
