text,region
আর বিরুদ্ধে বুঝাইছে যে আই আর স্বামী রে তাবিজ করি নিজ বাড়ির তুন হরা হালাইছে ,Noakhali
তুই কিতা আমার লগে থাকতে চাস?,Sylhet
আমার লাগি বেশি ভাবিও না,Sylhet
তুমিতাইনরে ছাড়া আমি বালা নাই,Sylhet
ভালাভাসি বলতে এজ্ঞা আরেজ্ঞা রে বুজন,Noakhali
মোর হাউরি নাই মইররা গ্যাছে ম্যালা আগে,Barishal 
ফুড়িরে আরোখ ফুয়ার লগে বিয়া দেওয়ার আয়োজন করছিল,Sylhet
নিজেগো বাড়িতে আইয়া হুইয়া পুরা এলাকায় মোগো নামে খারাপ কথা কইছে,Barishal 
বইগুলার দিকে তাকায়া আসিলাম,Mymensingh
আই তোয়ারে ভালোবাসি না ,Noakhali
তোমগো কারো বিশ্বাস অইতো ন ,Noakhali
তুমারে ছাড়া আমার একটুও ভালা লাগে না,Sylhet
সবতা কিলা নিরাই আর ফাখা লাগছিল,Sylhet
মুই মাঝেমইধ্যে গান হুনি,Barishal 
এই সিন্দুকের মইধ্যে কি আছে?,Barishal 
হেরার কেও ইস্কুলে আয়নাই ,Mymensingh
হেতে স্কুলের মাডো হইত্তোদিন ক্রিকেট খেলে,Noakhali
মাইফোয়া ইবা তার বেজ্ঞিন সফ্নর মইদ্দে ফোয়াইবারে কল্ফনা গরে,Chittagong
তুঁই কি গেইলা নে?,Chittagong
মাইয়া অগল যেন্নে ভালা ভদ্র হোলা খুজের ভয় লাগে কোনদিন না জানি আই কিডনাফ অই যাই,Noakhali
ফতম দেখায় কাউকে কুব সরল মনো বিশ্বাস করাত যাইও না,Sylhet
এভাবে চইলা যাইব সময় কিন্তু থাইক্কা যাইব এসব কিসু গান,Mymensingh
ইচ্ছে আসিল হোনো মিক্কে ঘুইরতু যাইয়্যুম,Chittagong
মোর বিয়া অইছে ৯ বত্‌শর ,Sylhet
তুই কিতা ওউ সিনেমা ওগু দেখতে চাস নি?,Sylhet
আন্নের ছবি দেই মেলা ভাল্লাইগছে,Noakhali
তখনকুর সময় ফুড়িন্তর লাগি ইখটা অনেখ বয়স,Sylhet
ফুরো মেগ মৌসুমো হতে গনা কয়েকদিন মাত্র মেগ অওয়ার পরআর মেগের দেখা নাই,Sylhet
বউত দিন ফর অন অরে দেহির,Chittagong
আরেক জায়াগাত বিয়া গরি গম থাহিবা কেনে ওইবো,Chittagong
গ্যাছে এক মাস আগে বউর লগে কাইজ্জা কইরা জামাই দেশে চইল্যা আহে,Barishal 
তুমি কি চাও মুই চইল্লা যাই?,Barishal 
বুদ্ধি হাকাই তোলে লেয়াহড়া গিলিয়ে,Noakhali
একগু ফুরিয়ে ছয়গু ফুয়ার লগে প্রেম করছে,Sylhet
মুর আম্মারে খইলাম আব্বায় হুনতা চাইছইন এখটু সান্ত্বনা,Sylhet
সমান দুইটা টুকরা হয়া গেসে,Mymensingh
মুই ম্যালা চিন্তায় পইররা গ্যাছি মুই কি করমু,Barishal 
আফনে কিতা ওউ বইটা পড়তা ফারবা নি?,Sylhet
কিন্তু কিসু মানুষ মেলা ভালা,Mymensingh
হিগার বই হইটটে এককারে বালা লাগে না,Noakhali
খালি চাইয়া থাকতে ইচ্ছা করে,Barishal 
অনেকগুলা কবুতর আকাশে উড়তাসে,Mymensingh
আমনের ল্যাহার ধরন ম্যালা সুন্দর,Barishal 
এই ফিতিবিত ফ্রিয় মানুষওন চারা বাচি তাহা হস্টগর কিন্তু অসম্বব নয়,Chittagong
 কোনো কিচ্ছু এতো সহজে আঁজি যায় না,Noakhali
খুব বেশি কিসু কইতাম না কারন আবেগে চোখে পানি চইলা আইসে,Mymensingh
হালিয়া এক্কান ছোডো বিষয় লইয়েরে হোন বিয়ার ফোর মরত ফওয়াইন হইল্লে ফালটি যায়,Chittagong
ঠিক গইজ্জে বেয়াক্কুন মিলিয়েরে যাইয়ুম,Chittagong
আর বন্ধুত্ব ছাড়া অন্য কিছুর ইচ্ছা আছিলো না,Noakhali
আর কত ছুডি কাডাইয়ুম,Noakhali
ছেড়াডার রাগ মেলা বেশী,Mymensingh
তুমার বন্ধুরা হখল অউ খুব মেধাবী,Sylhet
ইতারা আর জামাইর ফোয়ারি এক্কান অশিক্ষিত মাইয়াফোয়ার বিয়া দিত চাইল,Chittagong
আব্বার কাছে আর মার নামে অনেক উল্টা পাল্টা কথা কয় ,Noakhali
তোমার রান্দা তো ফুরাউ আম্মার লাকান,Sylhet
এয়ার টগিক ডাহদ্দি এক্কান ফলের দোহান,Chittagong
